name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace
"Object ApplicationModule_ProvideApplicationContextFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideApplicationCon.370186ad77d1f9fa3945df9b1bb2e4a6",2,0,NONE,53,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideApplicationContextFactory.java,7,29,N,"class java.lang.Object *Object ApplicationModule_ProvideApplicationContextFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideApplicationContextFactory *this)",0,0.00,0.00,0,0,7
"void ApplicationModule_ProvideApplicationContextFactory.<clinit>()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideApplicationCon.3854b8dc37e29830afd8be6e7d1a8657",1,0,NONE,81,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideApplicationContextFactory.java,7,29,N,"class java.lang.Object *void ApplicationModule_ProvideApplicationContextFactory.<clinit>()(class java.lang.String *field)",0,0.00,0.00,0,0,7
"Factory ApplicationModule_ProvideApplicationContextFactory.create(ApplicationModule)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideApplicationCon.626e020a27dd9ac70556d7ef7bf54534",2,0,NONE,53,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideApplicationContextFactory.java,25,29,N,"class dagger.internal.Factory *Factory ApplicationModule_ProvideApplicationContextFactory.create(ApplicationModule)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module)",0,0.00,0.00,0,0,25 26
"ApplicationModule_ProvideApplicationContextFactory.<init>(ApplicationModule)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideApplicationCon.72675f01c9bd915a301ce3251f519dc3",2,0,NONE,98,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideApplicationContextFactory.java,11,29,N,"void ApplicationModule_ProvideApplicationContextFactory.<init>(ApplicationModule)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideApplicationContextFactory *this, class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module)",0,0.00,0.00,0,0,11 12 13 14
"Context ApplicationModule_ProvideApplicationContextFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideApplicationCon.a3bf2f2ea7e7025e5a33a69b0a5157a7",2,0,NONE,97,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideApplicationContextFactory.java,17,29,N,"class android.content.Context *Context ApplicationModule_ProvideApplicationContextFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideApplicationContextFactory *this)",0,0.00,0.00,0,0,17 18 19 20 22
"void ApplicationModule_ProvideGeneralRealmManagerFactory.<clinit>()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGeneralRealmMa.0d947139c1e978e6b58d8bcc0cbbadcc",1,0,NONE,81,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideGeneralRealmManagerFactory.java,9,34,N,"class java.lang.Object *void ApplicationModule_ProvideGeneralRealmManagerFactory.<clinit>()(class java.lang.String *field)",0,0.00,0.00,0,0,9
"ApplicationModule_ProvideGeneralRealmManagerFactory.<init>(ApplicationModule,Provider)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGeneralRealmMa.2443c0a2ec57f231b715fe93b560d192",3,0,NONE,196,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideGeneralRealmManagerFactory.java,14,34,N,"void ApplicationModule_ProvideGeneralRealmManagerFactory.<init>(ApplicationModule,Provider)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGeneralRealmManagerFactory *this, class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module, class javax.inject.Provider *generalRealmManagerProvider)",0,0.00,0.00,0,0,14 15 16 17 18 19
"Factory ApplicationModule_ProvideGeneralRealmManagerFactory.create(ApplicationModule,Provider)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGeneralRealmMa.517e6994b723b8e00a9ce9329ec74998",3,0,NONE,86,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideGeneralRealmManagerFactory.java,30,34,N,"class dagger.internal.Factory *Factory ApplicationModule_ProvideGeneralRealmManagerFactory.create(ApplicationModule,Provider)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module, class javax.inject.Provider *generalRealmManagerProvider)",0,0.00,0.00,0,0,30 31
"GeneralRealmManager ApplicationModule_ProvideGeneralRealmManagerFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGeneralRealmMa.5c021e873c679db1cf7d5d73feb8c381",2,0,NONE,110,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideGeneralRealmManagerFactory.java,23,34,N,"class com.zeyad.cleanarchitecture.data.db.DataBaseManager *GeneralRealmManager ApplicationModule_ProvideGeneralRealmManagerFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGeneralRealmManagerFactory *this)",0,0.00,0.00,0,0,23 24 27
"Object ApplicationModule_ProvideGeneralRealmManagerFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGeneralRealmMa.c565fb64b8139a29be98e2d378d5a981",2,0,NONE,53,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideGeneralRealmManagerFactory.java,9,34,N,"class java.lang.Object *Object ApplicationModule_ProvideGeneralRealmManagerFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGeneralRealmManagerFactory *this)",0,0.00,0.00,0,0,9
"void ApplicationModule_ProvideGsonFactory.<clinit>()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGsonFactory.<c.8def63d9bb1849ab89d684fa7b949067",1,0,NONE,81,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideGsonFactory.java,7,29,N,"class java.lang.Object *void ApplicationModule_ProvideGsonFactory.<clinit>()(class java.lang.String *field)",0,0.00,0.00,0,0,7
"ApplicationModule_ProvideGsonFactory.<init>(ApplicationModule)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGsonFactory.<i.91f1065b562c9d039fa4f479cc4cb2b2",2,0,NONE,98,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideGsonFactory.java,11,29,N,"void ApplicationModule_ProvideGsonFactory.<init>(ApplicationModule)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGsonFactory *this, class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module)",0,0.00,0.00,0,0,11 12 13 14
"Factory ApplicationModule_ProvideGsonFactory.create(ApplicationModule)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGsonFactory.cr.928f20635ba21d77e63273941d4d76b0",2,0,NONE,53,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideGsonFactory.java,25,29,N,"class dagger.internal.Factory *Factory ApplicationModule_ProvideGsonFactory.create(ApplicationModule)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module)",0,0.00,0.00,0,0,25 26
"Object ApplicationModule_ProvideGsonFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGsonFactory.ge.3bb77804481c3027ee095745f1111a18",1,0,NONE,32,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideGsonFactory.java,7,29,N,"class java.lang.Object *Object ApplicationModule_ProvideGsonFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGsonFactory *this)",0,0.00,0.00,0,0,7
"Gson ApplicationModule_ProvideGsonFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGsonFactory.ge.7da3f4ba844003f017bed57c1709bbd4",1,0,NONE,46,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideGsonFactory.java,17,29,N,"class com.google.gson.Gson *Gson ApplicationModule_ProvideGsonFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideGsonFactory *this)",0,0.00,0.00,0,0,17 18 19 22
"Factory ApplicationModule_ProvidePostExecutionThreadFactory.create(ApplicationModule,Provider)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvidePostExecutionT.0676b4442b5b6ca7aa061a7ef92c7baf",3,0,NONE,86,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvidePostExecutionThreadFactory.java,30,34,N,"class dagger.internal.Factory *Factory ApplicationModule_ProvidePostExecutionThreadFactory.create(ApplicationModule,Provider)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module, class javax.inject.Provider *uiThreadProvider)",0,0.00,0.00,0,0,30 31
"Object ApplicationModule_ProvidePostExecutionThreadFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvidePostExecutionT.22ab3f23e7e5b79ab4225c779ddfa27b",2,0,NONE,53,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvidePostExecutionThreadFactory.java,9,34,N,"class java.lang.Object *Object ApplicationModule_ProvidePostExecutionThreadFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvidePostExecutionThreadFactory *this)",0,0.00,0.00,0,0,9
"PostExecutionThread ApplicationModule_ProvidePostExecutionThreadFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvidePostExecutionT.6ab4eb27bb129ccc10907027be083a1a",2,0,NONE,110,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvidePostExecutionThreadFactory.java,23,34,N,"class com.zeyad.cleanarchitecture.domain.executors.PostExecutionThread *PostExecutionThread ApplicationModule_ProvidePostExecutionThreadFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvidePostExecutionThreadFactory *this)",0,0.00,0.00,0,0,23 24 27
"ApplicationModule_ProvidePostExecutionThreadFactory.<init>(ApplicationModule,Provider)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvidePostExecutionT.daaacf6d3397ed7332e7c156cd68cd71",3,0,NONE,196,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvidePostExecutionThreadFactory.java,14,34,N,"void ApplicationModule_ProvidePostExecutionThreadFactory.<init>(ApplicationModule,Provider)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvidePostExecutionThreadFactory *this, class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module, class javax.inject.Provider *uiThreadProvider)",0,0.00,0.00,0,0,14 15 16 17 18 19
"void ApplicationModule_ProvidePostExecutionThreadFactory.<clinit>()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvidePostExecutionT.fca648683f4cbc60505e13ba4be65506",1,0,NONE,81,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvidePostExecutionThreadFactory.java,9,34,N,"class java.lang.Object *void ApplicationModule_ProvidePostExecutionThreadFactory.<clinit>()(class java.lang.String *field)",0,0.00,0.00,0,0,9
"Object ApplicationModule_ProvideRepositoryFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRepositoryFact.1f917e6240ad6f14844b55dc1a06edd7",2,0,NONE,53,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideRepositoryFactory.java,9,34,N,"class java.lang.Object *Object ApplicationModule_ProvideRepositoryFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRepositoryFactory *this)",0,0.00,0.00,0,0,9
"ApplicationModule_ProvideRepositoryFactory.<init>(ApplicationModule,Provider)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRepositoryFact.5809eb0f9009e2b0325d153a2ddfec42",3,0,NONE,196,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideRepositoryFactory.java,14,34,N,"void ApplicationModule_ProvideRepositoryFactory.<init>(ApplicationModule,Provider)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRepositoryFactory *this, class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module, class javax.inject.Provider *dataRepositoryProvider)",0,0.00,0.00,0,0,14 15 16 17 18 19
"Factory ApplicationModule_ProvideRepositoryFactory.create(ApplicationModule,Provider)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRepositoryFact.6321db74b0b5c8766f8b825f18352cd6",3,0,NONE,86,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideRepositoryFactory.java,30,34,N,"class dagger.internal.Factory *Factory ApplicationModule_ProvideRepositoryFactory.create(ApplicationModule,Provider)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module, class javax.inject.Provider *dataRepositoryProvider)",0,0.00,0.00,0,0,30 31
"void ApplicationModule_ProvideRepositoryFactory.<clinit>()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRepositoryFact.7708b3eaa4ed249b468073f8fb1b00a0",1,0,NONE,81,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideRepositoryFactory.java,9,34,N,"class java.lang.Object *void ApplicationModule_ProvideRepositoryFactory.<clinit>()(class java.lang.String *field)",0,0.00,0.00,0,0,9
"Repository ApplicationModule_ProvideRepositoryFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRepositoryFact.d23467448868bce51dcf20ab78f3cbc1",2,0,NONE,110,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideRepositoryFactory.java,23,34,N,"class com.zeyad.cleanarchitecture.domain.repository.Repository *Repository ApplicationModule_ProvideRepositoryFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRepositoryFactory *this)",0,0.00,0.00,0,0,23 24 27
"Object ApplicationModule_ProvideRxEventBusFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRxEventBusFact.0d63c288cc9c206010b868c0f2edb71c",1,0,NONE,32,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideRxEventBusFactory.java,7,29,N,"class java.lang.Object *Object ApplicationModule_ProvideRxEventBusFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRxEventBusFactory *this)",0,0.00,0.00,0,0,7
"Factory ApplicationModule_ProvideRxEventBusFactory.create(ApplicationModule)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRxEventBusFact.47d62553ec33fd25ba4968eb28075cb8",2,0,NONE,53,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideRxEventBusFactory.java,25,29,N,"class dagger.internal.Factory *Factory ApplicationModule_ProvideRxEventBusFactory.create(ApplicationModule)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module)",0,0.00,0.00,0,0,25 26
"void ApplicationModule_ProvideRxEventBusFactory.<clinit>()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRxEventBusFact.bf2cad81284b7786ede9d13cc829e9b8",1,0,NONE,81,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideRxEventBusFactory.java,7,29,N,"class java.lang.Object *void ApplicationModule_ProvideRxEventBusFactory.<clinit>()(class java.lang.String *field)",0,0.00,0.00,0,0,7
"RxEventBus ApplicationModule_ProvideRxEventBusFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRxEventBusFact.d42463e8c61f99a28dd3c2d115072406",1,0,NONE,46,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideRxEventBusFactory.java,17,29,N,"class com.zeyad.cleanarchitecture.domain.eventbus.RxEventBus *RxEventBus ApplicationModule_ProvideRxEventBusFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRxEventBusFactory *this)",0,0.00,0.00,0,0,17 18 19 22
"ApplicationModule_ProvideRxEventBusFactory.<init>(ApplicationModule)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRxEventBusFact.fe476409e03cd508d0451235af92d208",2,0,NONE,98,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideRxEventBusFactory.java,11,29,N,"void ApplicationModule_ProvideRxEventBusFactory.<init>(ApplicationModule)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideRxEventBusFactory *this, class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module)",0,0.00,0.00,0,0,11 12 13 14
"Factory ApplicationModule_ProvideThreadExecutorFactory.create(ApplicationModule,Provider)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideThreadExecutor.27b5dfdce023f39545493cf3df4289f3",3,0,NONE,86,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideThreadExecutorFactory.java,30,34,N,"class dagger.internal.Factory *Factory ApplicationModule_ProvideThreadExecutorFactory.create(ApplicationModule,Provider)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module, class javax.inject.Provider *jobExecutorProvider)",0,0.00,0.00,0,0,30 31
"Object ApplicationModule_ProvideThreadExecutorFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideThreadExecutor.46b712672b62a71f8c19f20c36effe93",2,0,NONE,53,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideThreadExecutorFactory.java,9,34,N,"class java.lang.Object *Object ApplicationModule_ProvideThreadExecutorFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideThreadExecutorFactory *this)",0,0.00,0.00,0,0,9
"ThreadExecutor ApplicationModule_ProvideThreadExecutorFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideThreadExecutor.ca81fd83045b25dae89555928c01c444",2,0,NONE,110,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideThreadExecutorFactory.java,23,34,N,"class com.zeyad.cleanarchitecture.domain.executors.ThreadExecutor *ThreadExecutor ApplicationModule_ProvideThreadExecutorFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideThreadExecutorFactory *this)",0,0.00,0.00,0,0,23 24 27
"ApplicationModule_ProvideThreadExecutorFactory.<init>(ApplicationModule,Provider)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideThreadExecutor.db30b8ca78c7455afb5ee03954c3a81b",3,0,NONE,196,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideThreadExecutorFactory.java,14,34,N,"void ApplicationModule_ProvideThreadExecutorFactory.<init>(ApplicationModule,Provider)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideThreadExecutorFactory *this, class com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule *module, class javax.inject.Provider *jobExecutorProvider)",0,0.00,0.00,0,0,14 15 16 17 18 19
"void ApplicationModule_ProvideThreadExecutorFactory.<clinit>()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.ApplicationModule_ProvideThreadExecutor.f197db04397d11682e481096f37672e9",1,0,NONE,81,0,app/build/generated/source/apt/debug/com/zeyad/cleanarchitecture/presentation/internal/di/modules/ApplicationModule_ProvideThreadExecutorFactory.java,9,34,N,"class java.lang.Object *void ApplicationModule_ProvideThreadExecutorFactory.<clinit>()(class java.lang.String *field)",0,0.00,0.00,0,0,9
"UserModule.<init>()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule.<init>().fb844e48476445ba563c74e77b2f5e47",1,0,NONE,24,0,app/src/main/java/com/zeyad/cleanarchitecture/presentation/internal/di/modules/UserModule.java,22,36,N,"void UserModule.<init>()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule *this)",0,0.00,0.00,0,0,20 22 23
"UserModule.<init>(int)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule.<init>(int).82608565bcd22ed382847ce2ffcc0ea4",1,0,NONE,34,0,app/src/main/java/com/zeyad/cleanarchitecture/presentation/internal/di/modules/UserModule.java,25,36,N,"void UserModule.<init>(int)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule *this, int userId)",0,0.00,0.00,0,0,20 25 26 27
"GenericUseCase UserModule.provideGetGeneralListUseCase(Repository,ThreadExecutor,PostExecutionThread)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule.provideGetGeneralListUseCase.f65e048870612d30fa6a1e4f13660798",1,0,NONE,40,0,app/src/main/java/com/zeyad/cleanarchitecture/presentation/internal/di/modules/UserModule.java,32,36,N,"class com.zeyad.cleanarchitecture.domain.interactors.GenericUseCase *GenericUseCase UserModule.provideGetGeneralListUseCase(Repository,ThreadExecutor,PostExecutionThread)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule *this, class com.zeyad.cleanarchitecture.domain.repository.Repository *repository, class com.zeyad.cleanarchitecture.domain.executors.ThreadExecutor *threadExecutor, class com.zeyad.cleanarchitecture.domain.executors.PostExecutionThread *postExecutionThread)",0,0.00,0.00,0,0,32 34
"UserModule_ProvideGetGeneralListUseCaseFactory.<init>(UserModule,Provider,Provider,Provider)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule_ProvideGetGeneralListUseCase.0e9f08d6f0cd62dca1b569c7992ec9fb",5,0,NONE,452,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/UserModule_ProvideGetGeneralListUseCaseFactory.java,18,42,N,"void UserModule_ProvideGetGeneralListUseCaseFactory.<init>(UserModule,Provider,Provider,Provider)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule_ProvideGetGeneralListUseCaseFactory *this, class com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule *module, class javax.inject.Provider *repositoryProvider, class javax.inject.Provider *threadExecutorProvider, class javax.inject.Provider *postExecutionThreadProvider)",0,0.00,0.00,0,0,18 19 20 21 22 23 24 25 26 27
"Object UserModule_ProvideGetGeneralListUseCaseFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule_ProvideGetGeneralListUseCase.1ab8e8ad51dea55f64dd7c6d82009511",4,0,NONE,101,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/UserModule_ProvideGetGeneralListUseCaseFactory.java,11,42,N,"class java.lang.Object *Object UserModule_ProvideGetGeneralListUseCaseFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule_ProvideGetGeneralListUseCaseFactory *this)",0,0.00,0.00,0,0,11
"Factory UserModule_ProvideGetGeneralListUseCaseFactory.create(UserModule,Provider,Provider,Provider)","com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule_ProvideGetGeneralListUseCase.8de5e79a3280e7d6c795e99d3c69e9c9",5,0,NONE,176,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/UserModule_ProvideGetGeneralListUseCaseFactory.java,38,42,N,"class dagger.internal.Factory *Factory UserModule_ProvideGetGeneralListUseCaseFactory.create(UserModule,Provider,Provider,Provider)(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule *module, class javax.inject.Provider *repositoryProvider, class javax.inject.Provider *threadExecutorProvider, class javax.inject.Provider *postExecutionThreadProvider)",0,0.00,0.00,0,0,38 39
"void UserModule_ProvideGetGeneralListUseCaseFactory.<clinit>()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule_ProvideGetGeneralListUseCase.9cef853d2bcf4ad1ce4409fad0a83fd2",1,0,NONE,81,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/UserModule_ProvideGetGeneralListUseCaseFactory.java,11,42,N,"class java.lang.Object *void UserModule_ProvideGetGeneralListUseCaseFactory.<clinit>()(class java.lang.String *field)",0,0.00,0.00,0,0,11
"GenericUseCase UserModule_ProvideGetGeneralListUseCaseFactory.get()","com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule_ProvideGetGeneralListUseCase.b1a5315680bfc647300dd9bb3b70f478",4,0,NONE,260,0,app/build/generated/source/apt/release/com/zeyad/cleanarchitecture/presentation/internal/di/modules/UserModule_ProvideGetGeneralListUseCaseFactory.java,31,42,N,"class com.zeyad.cleanarchitecture.domain.interactors.GenericUseCase *GenericUseCase UserModule_ProvideGetGeneralListUseCaseFactory.get()(class com.zeyad.cleanarchitecture.presentation.internal.di.modules.UserModule_ProvideGetGeneralListUseCaseFactory *this)",0,0.00,0.00,0,0,31 32 35
"Navigator.<init>()","com.zeyad.cleanarchitecture.presentation.navigation.Navigator.<init>().9bcb9b0dabd4d7942095acbad3310e48",1,0,NONE,18,0,app/src/main/java/com/zeyad/cleanarchitecture/presentation/navigation/Navigator.java,17,48,N,"void Navigator.<init>()(class com.zeyad.cleanarchitecture.presentation.navigation.Navigator *this)",0,0.00,0.00,0,0,17 19
"void Navigator.navigateTo(Context,Intent)","com.zeyad.cleanarchitecture.presentation.navigation.Navigator.navigateTo(android.content.Context,and.f102195fb03a9d14360e2e347c999045",1,0,NONE,24,0,app/src/main/java/com/zeyad/cleanarchitecture/presentation/navigation/Navigator.java,45,48,N,"void void Navigator.navigateTo(Context,Intent)(class com.zeyad.cleanarchitecture.presentation.navigation.Navigator *this, class android.content.Context *context, class android.content.Intent *intent)",0,0.00,0.00,0,0,45 46 47
